Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 723, 0, 12.14, 12.14, 12.14, 0, 1, 12.14, 12.181, 0.041, 548334, -1, 12.181, 12.304, 0.123, 771,     0.164,
 722, 0, 12.139, 12.139, 12.139, 0, 1, 12.139, 12.171, 0.032, 601102, -1, 12.171, 12.324, 0.154, 409,     0.185,
 728, 0, 12.201, 12.201, 12.201, 0, 1, 12.201, 12.292, 0.091, 771991, -1, 12.292, 12.348, 0.056, 554,     0.147,
 729, 0, 12.203, 12.203, 12.203, 0, 1, 12.203, 12.275, 0.072, 548761, -1, 12.275, 12.348, 0.073, 432,     0.144,
 732, 0, 12.253, 12.253, 12.253, 0, 1, 12.253, 12.292, 0.039, 275235, -1, 12.292, 12.358, 0.066, 676,     0.105,
 731, 0, 12.237, 12.237, 12.237, 0, 1, 12.237, 12.263, 0.026, 109731, -1, 12.263, 12.358, 0.095, 485,     0.121,
 726, 0, 12.164, 12.164, 12.164, 0, 1, 12.164, 12.201, 0.037, 115478, -1, 12.201, 12.368, 0.167, 758,     0.204,
 727, 0, 12.188, 12.188, 12.188, 0, 1, 12.188, 12.22, 0.032, 428168, -1, 12.22, 12.388, 0.168, 569,     0.200,
 734, 0, 12.291, 12.291, 12.291, 0, 1, 12.291, 12.348, 0.057, 486669, -1, 12.348, 12.409, 0.061, 611,     0.117,
 735, 0, 12.302, 12.302, 12.302, 0, 1, 12.302, 12.338, 0.036, 707095, -1, 12.338, 12.429, 0.091, 680,     0.127,
 730, 0, 12.219, 12.219, 12.219, 0, 1, 12.219, 12.253, 0.033, 659210, -1, 12.253, 12.429, 0.176, 411,     0.210,
 737, 0, 12.368, 12.368, 12.368, 0, 1, 12.368, 12.378, 0.01, 166163, -1, 12.378, 12.458, 0.079, 767,     0.089,
 733, 0, 12.274, 12.274, 12.284, 0.01, 1, 12.284, 12.358, 0.074, 752640, -1, 12.358, 12.48, 0.123, 715,     0.207,
 738, 0, 12.389, 12.389, 12.389, 0, 1, 12.389, 12.413, 0.024, 461268, -1, 12.413, 12.492, 0.08, 768,     0.103,
 736, 0, 12.359, 12.359, 12.359, 0, 1, 12.359, 12.395, 0.037, 719002, -1, 12.395, 12.492, 0.097, 947,     0.133,
 739, 0, 12.435, 12.435, 12.435, 0, 1, 12.435, 12.474, 0.039, 770964, -1, 12.474, 12.512, 0.039, 442,     0.078,
 740, 0, 12.448, 12.448, 12.458, 0.01, 1, 12.458, 12.502, 0.045, 515333, -1, 12.502, 12.555, 0.053, 461,     0.107,
 743, 0, 12.482, 12.482, 12.482, 0, 1, 12.482, 12.492, 0.01, 143137, -1, 12.492, 12.555, 0.063, 611,     0.073,
 742, 0, 12.473, 12.473, 12.473, 0, 1, 12.473, 12.503, 0.029, 222493, -1, 12.503, 12.599, 0.096, 840,     0.125,
 741, 0, 12.458, 12.458, 12.458, 0, 1, 12.458, 12.468, 0.01, 129107, -1, 12.468, 12.599, 0.131, 984,     0.141,
 745, 0, 12.532, 12.532, 12.532, 0, 1, 12.532, 12.542, 0.01, 168112, -1, 12.542, 12.619, 0.077, 763,     0.087,
 744, 0, 12.527, 12.527, 12.527, 0, 1, 12.527, 12.552, 0.025, 479295, -1, 12.552, 12.639, 0.087, 812,     0.112,
 746, 0, 12.535, 12.535, 12.545, 0.01, 1, 12.545, 12.564, 0.019, 375757, -1, 12.564, 12.649, 0.085, 918,     0.114,
 747, 0, 12.579, 12.579, 12.589, 0.01, 1, 12.589, 12.624, 0.035, 694756, -1, 12.624, 12.701, 0.077, 825,     0.122,
 750, 0, 12.639, 12.639, 12.639, 0, 1, 12.639, 12.668, 0.028, 217004, -1, 12.668, 12.718, 0.05, 464,     0.078,
 751, 0, 12.64, 12.64, 12.64, 0, 1, 12.64, 12.658, 0.017, 168700, -1, 12.658, 12.728, 0.07, 727,     0.088,
 752, 0, 12.646, 12.646, 12.646, 0, 1, 12.646, 12.665, 0.018, 105463, -1, 12.665, 12.754, 0.089, 482,     0.107,
 749, 0, 12.639, 12.639, 12.639, 0, 1, 12.639, 12.678, 0.039, 471540, -1, 12.678, 12.764, 0.085, 839,     0.125,
 754, 0, 12.675, 12.675, 12.685, 0.01, 1, 12.685, 12.718, 0.032, 592405, -1, 12.718, 12.791, 0.074, 736,     0.116,
 755, 0, 12.711, 12.711, 12.711, 0, 1, 12.711, 12.728, 0.017, 170893, -1, 12.728, 12.816, 0.088, 876,     0.105,
 759, 0, 12.754, 12.754, 12.764, 0.01, 1, 12.764, 12.774, 0.01, 198094, -1, 12.774, 12.827, 0.053, 532,     0.073,
 753, 0, 12.665, 12.665, 12.665, 0, 1, 12.665, 12.708, 0.043, 428733, -1, 12.708, 12.837, 0.13, 835,     0.173,
 758, 0, 12.741, 12.741, 12.741, 0, 1, 12.741, 12.76, 0.019, 376120, -1, 12.76, 12.859, 0.098, 967,     0.118,
 757, 0, 12.734, 12.734, 12.734, 0, 1, 12.734, 12.741, 0.007, 117823, -1, 12.741, 12.869, 0.128, 985,     0.135,
 756, 0, 12.729, 12.729, 12.729, 0, 1, 12.729, 12.74, 0.011, 123537, -1, 12.74, 12.869, 0.129, 495,     0.139,
 763, 0, 12.808, 12.808, 12.808, 0, 1, 12.808, 12.868, 0.06, 399466, -1, 12.868, 12.912, 0.043, 513,     0.104,
 748, 0, 12.638, 12.638, 12.638, 0, 1, 12.638, 12.718, 0.08, 750257, -1, 12.718, 12.932, 0.214, 850,     0.293,
 762, 0, 12.808, 12.808, 12.808, 0, 1, 12.808, 12.849, 0.041, 404330, -1, 12.849, 12.969, 0.121, 945,     0.162,
 765, 0, 12.858, 12.858, 12.858, 0, 1, 12.858, 12.911, 0.053, 632779, -1, 12.911, 12.969, 0.059, 601,     0.111,
 764, 0, 12.823, 12.823, 12.823, 0, 1, 12.823, 12.885, 0.063, 670324, -1, 12.885, 12.979, 0.094, 987,     0.157,
 760, 0, 12.776, 12.776, 12.776, 0, 1, 12.776, 12.804, 0.028, 547816, -1, 12.804, 12.989, 0.185, 538,     0.213,
 767, 0, 12.886, 12.886, 12.886, 0, 1, 12.886, 12.942, 0.056, 408722, -1, 12.942, 13.011, 0.069, 697,     0.126,
 771, 0, 12.95, 12.95, 12.95, 0, 1, 12.95, 12.986, 0.037, 536496, -1, 12.986, 13.022, 0.036, 429,     0.073,
 766, 0, 12.869, 12.869, 12.869, 0, 1, 12.869, 12.942, 0.073, 573951, -1, 12.942, 13.038, 0.096, 671,     0.169,
 768, 0, 12.902, 12.902, 12.909, 0.008, 1, 12.909, 12.932, 0.023, 154546, -1, 12.932, 13.048, 0.116, 673,     0.147,
 770, 0, 12.917, 12.917, 12.917, 0, 1, 12.917, 12.96, 0.043, 273827, -1, 12.96, 13.058, 0.098, 439,     0.142,
 761, 0, 12.805, 12.805, 12.805, 0, 1, 12.805, 12.859, 0.054, 434891, -1, 12.859, 13.078, 0.22, 887,     0.274,
 774, 0, 13, 13, 13, 0, 1, 13, 13.024, 0.024, 259626, -1, 13.024, 13.099, 0.075, 768,     0.099,
 773, 0, 12.966, 12.966, 12.966, 0, 1, 12.966, 12.996, 0.03, 567509, -1, 12.996, 13.141, 0.145, 830,     0.175,
 769, 0, 12.909, 12.909, 12.912, 0.002, 1, 12.912, 12.986, 0.074, 611594, -1, 12.986, 13.151, 0.165, 921,     0.242,
 777, 0, 13.031, 13.031, 13.031, 0, 1, 13.031, 13.082, 0.051, 232413, -1, 13.082, 13.161, 0.079, 821,     0.130,
 781, 0, 13.049, 13.049, 13.049, 0, 1, 13.049, 13.099, 0.05, 377732, -1, 13.099, 13.161, 0.062, 584,     0.112,
 775, 0, 13.002, 13.002, 13.002, 0, 1, 13.002, 13.144, 0.142, 758667, -1, 13.144, 13.216, 0.072, 700,     0.214,
 772, 0, 12.959, 12.959, 12.969, 0.01, 1, 12.969, 12.996, 0.026, 353619, -1, 12.996, 13.236, 0.24, 772,     0.277,
 784, 0, 13.062, 13.062, 13.062, 0, 1, 13.062, 13.168, 0.106, 323657, -1, 13.168, 13.236, 0.068, 722,     0.174,
 791, 0, 13.121, 13.121, 13.131, 0.01, 1, 13.131, 13.198, 0.067, 428322, -1, 13.198, 13.246, 0.048, 488,     0.125,
 788, 0, 13.103, 13.103, 13.103, 0, 1, 13.103, 13.158, 0.055, 230864, -1, 13.158, 13.246, 0.088, 938,     0.143,
 778, 0, 13.038, 13.038, 13.048, 0.01, 1, 13.048, 13.211, 0.163, 705911, -1, 13.211, 13.256, 0.045, 469,     0.218,
 783, 0, 13.056, 13.056, 13.056, 0, 1, 13.056, 13.198, 0.142, 443403, -1, 13.198, 13.276, 0.078, 883,     0.220,
 780, 0, 13.048, 13.048, 13.048, 0, 1, 13.048, 13.178, 0.13, 765964, -1, 13.178, 13.286, 0.108, 458,     0.239,
 779, 0, 13.041, 13.041, 13.041, 0, 1, 13.041, 13.061, 0.02, 357243, -1, 13.061, 13.306, 0.245, 660,     0.265,
 786, 0, 13.074, 13.074, 13.074, 0, 1, 13.074, 13.223, 0.15, 745274, -1, 13.223, 13.316, 0.093, 683,     0.243,
 776, 0, 13.029, 13.029, 13.029, 0, 1, 13.029, 13.168, 0.139, 518258, -1, 13.168, 13.316, 0.148, 612,     0.287,
 782, 0, 13.052, 13.052, 13.052, 0, 1, 13.052, 13.188, 0.136, 716862, -1, 13.188, 13.316, 0.128, 949,     0.265,
 785, 0, 13.062, 13.062, 13.062, 0, 1, 13.062, 13.144, 0.082, 242178, -1, 13.144, 13.374, 0.229, 654,     0.311,
 798, 0, 13.279, 13.279, 13.279, 0, 1, 13.279, 13.325, 0.046, 435881, -1, 13.325, 13.389, 0.065, 690,     0.111,
 799, 0, 13.304, 13.304, 13.304, 0, 1, 13.304, 13.325, 0.02, 156160, -1, 13.325, 13.399, 0.075, 831,     0.095,
 790, 0, 13.108, 13.108, 13.108, 0, 1, 13.108, 13.257, 0.149, 603085, -1, 13.257, 13.419, 0.162, 990,     0.311,
 797, 0, 13.23, 13.23, 13.23, 0, 1, 13.23, 13.384, 0.154, 558348, -1, 13.384, 13.455, 0.071, 708,     0.225,
 794, 0, 13.171, 13.171, 13.171, 0, 1, 13.171, 13.363, 0.193, 680790, -1, 13.363, 13.455, 0.092, 971,     0.284,
 789, 0, 13.108, 13.108, 13.108, 0, 1, 13.108, 13.274, 0.165, 691924, -1, 13.274, 13.455, 0.182, 792,     0.347,
 795, 0, 13.206, 13.206, 13.216, 0.01, 1, 13.216, 13.3, 0.083, 330776, -1, 13.3, 13.485, 0.186, 660,     0.279,
 793, 0, 13.146, 13.146, 13.146, 0, 1, 13.146, 13.354, 0.208, 770804, -1, 13.354, 13.519, 0.166, 642,     0.373,
 787, 0, 13.082, 13.082, 13.082, 0, 1, 13.082, 13.384, 0.302, 582690, -1, 13.384, 13.556, 0.172, 643,     0.474,
 801, 0, 13.393, 13.393, 13.393, 0, 1, 13.393, 13.445, 0.053, 776690, -1, 13.445, 13.556, 0.111, 988,     0.163,
 796, 0, 13.223, 13.223, 13.223, 0, 1, 13.223, 13.393, 0.17, 607867, -1, 13.393, 13.556, 0.163, 929,     0.333,
 804, 0, 13.449, 13.449, 13.449, 0, 1, 13.449, 13.467, 0.018, 276222, -1, 13.467, 13.564, 0.098, 918,     0.115,
 806, 0, 13.493, 13.493, 13.493, 0, 1, 13.493, 13.52, 0.027, 226852, -1, 13.52, 13.574, 0.054, 544,     0.080,
 792, 0, 13.144, 13.144, 13.144, 0, 1, 13.144, 13.374, 0.23, 343285, -1, 13.374, 13.594, 0.22, 585,     0.450,
 808, 0, 13.513, 13.513, 13.513, 0, 1, 13.513, 13.546, 0.033, 461123, -1, 13.546, 13.612, 0.067, 478,     0.099,
 805, 0, 13.468, 13.468, 13.468, 0, 1, 13.468, 13.533, 0.065, 687924, -1, 13.533, 13.636, 0.103, 628,     0.168,
 800, 0, 13.369, 13.369, 13.379, 0.01, 1, 13.379, 13.404, 0.025, 221824, -1, 13.404, 13.656, 0.252, 934,     0.287,
 802, 0, 13.418, 13.418, 13.418, 0, 1, 13.418, 13.457, 0.039, 438706, -1, 13.457, 13.67, 0.213, 634,     0.252,
 809, 0, 13.526, 13.526, 13.526, 0, 1, 13.526, 13.564, 0.038, 426067, -1, 13.564, 13.683, 0.119, 610,     0.157,
 803, 0, 13.447, 13.447, 13.447, 0, 1, 13.447, 13.489, 0.042, 632757, -1, 13.489, 13.703, 0.215, 402,     0.257,
 807, 0, 13.509, 13.509, 13.519, 0.01, 1, 13.519, 13.556, 0.037, 577276, -1, 13.556, 13.723, 0.167, 864,     0.214,
 810, 0, 13.564, 13.564, 13.564, 0, 1, 13.564, 13.58, 0.016, 301515, -1, 13.58, 13.743, 0.163, 535,     0.179,
 812, 0, 13.672, 13.672, 13.672, 0, 1, 13.672, 13.737, 0.065, 390669, -1, 13.737, 13.813, 0.076, 729,     0.141,
 811, 0, 13.636, 13.636, 13.636, 0, 1, 13.636, 13.67, 0.033, 656856, -1, 13.67, 13.823, 0.153, 963,     0.186,
 815, 0, 13.686, 13.686, 13.686, 0, 1, 13.686, 13.727, 0.041, 151820, -1, 13.727, 13.823, 0.096, 961,     0.136,
 816, 0, 13.687, 13.687, 13.687, 0, 1, 13.687, 13.767, 0.079, 327260, -1, 13.767, 13.833, 0.066, 668,     0.145,
 822, 0, 13.775, 13.775, 13.775, 0, 1, 13.775, 13.803, 0.028, 226522, -1, 13.803, 13.853, 0.05, 420,     0.078,
 814, 0, 13.683, 13.683, 13.693, 0.01, 1, 13.693, 13.757, 0.063, 267475, -1, 13.757, 13.873, 0.116, 542,     0.189,
 817, 0, 13.695, 13.695, 13.695, 0, 1, 13.695, 13.742, 0.046, 170166, -1, 13.742, 13.873, 0.131, 475,     0.177,
 820, 0, 13.765, 13.765, 13.775, 0.01, 1, 13.775, 13.803, 0.028, 275777, -1, 13.803, 13.883, 0.079, 760,     0.118,
 813, 0, 13.678, 13.678, 13.678, 0, 1, 13.678, 13.828, 0.151, 768165, -1, 13.828, 13.903, 0.074, 790,     0.225,
 824, 0, 13.793, 13.793, 13.803, 0.01, 1, 13.803, 13.814, 0.011, 208233, -1, 13.814, 13.903, 0.089, 651,     0.110,
 818, 0, 13.705, 13.705, 13.705, 0, 1, 13.705, 13.784, 0.079, 352379, -1, 13.784, 13.923, 0.139, 507,     0.219,
 819, 0, 13.741, 13.741, 13.741, 0, 1, 13.741, 13.794, 0.053, 274131, -1, 13.794, 13.967, 0.173, 434,     0.226,
 823, 0, 13.779, 13.779, 13.779, 0, 1, 13.779, 13.92, 0.141, 732564, -1, 13.92, 13.967, 0.046, 444,     0.188,
 825, 0, 13.802, 13.802, 13.802, 0, 1, 13.802, 13.92, 0.118, 604781, -1, 13.92, 13.967, 0.047, 528,     0.165,
 821, 0, 13.774, 13.774, 13.774, 0, 1, 13.774, 13.87, 0.096, 496166, -1, 13.87, 13.981, 0.111, 782,     0.207,
 826, 0, 13.833, 13.833, 13.833, 0, 1, 13.833, 13.9, 0.067, 385382, -1, 13.9, 13.992, 0.092, 996,     0.159,
 829, 0, 13.871, 13.871, 13.871, 0, 1, 13.871, 13.91, 0.04, 204417, -1, 13.91, 13.992, 0.082, 823,     0.122,
 830, 0, 13.871, 13.871, 13.871, 0, 1, 13.871, 13.944, 0.073, 568248, -1, 13.944, 14.008, 0.064, 403,     0.137,
 827, 0, 13.847, 13.847, 13.847, 0, 1, 13.847, 13.937, 0.089, 630374, -1, 13.937, 14.019, 0.082, 458,     0.171,
 828, 0, 13.858, 13.858, 13.858, 0, 1, 13.858, 13.947, 0.089, 581725, -1, 13.947, 14.055, 0.108, 726,     0.197,
 832, 0, 13.893, 13.893, 13.893, 0, 1, 13.893, 13.944, 0.051, 223206, -1, 13.944, 14.055, 0.111, 618,     0.162,
 837, 0, 13.982, 13.982, 13.982, 0, 1, 13.982, 14.009, 0.027, 231351, -1, 14.009, 14.055, 0.046, 448,     0.073,
 838, 0, 13.996, 13.996, 13.996, 0, 1, 13.996, 14.019, 0.023, 198690, -1, 14.019, 14.107, 0.088, 523,     0.111,
 834, 0, 13.901, 13.901, 13.901, 0, 1, 13.901, 13.999, 0.098, 772671, -1, 13.999, 14.138, 0.139, 741,     0.237,
 831, 0, 13.881, 13.881, 13.881, 0, 1, 13.881, 13.957, 0.076, 560755, -1, 13.957, 14.138, 0.181, 791,     0.257,
 843, 0, 14.055, 14.055, 14.055, 0, 1, 14.055, 14.136, 0.081, 719820, -1, 14.136, 14.195, 0.059, 585,     0.140,
 842, 0, 14.054, 14.054, 14.054, 0, 1, 14.054, 14.109, 0.055, 442644, -1, 14.109, 14.205, 0.096, 947,     0.151,
 844, 0, 14.078, 14.078, 14.088, 0.01, 1, 14.088, 14.119, 0.032, 620436, -1, 14.119, 14.205, 0.086, 860,     0.127,
 835, 0, 13.929, 13.929, 13.929, 0, 1, 13.929, 14.008, 0.08, 689468, -1, 14.008, 14.225, 0.217, 800,     0.297,
 833, 0, 13.9, 13.9, 13.9, 0, 1, 13.9, 13.982, 0.083, 588884, -1, 13.982, 14.235, 0.253, 907,     0.336,
 851, 0, 14.203, 14.203, 14.203, 0, 1, 14.203, 14.225, 0.022, 159442, -1, 14.225, 14.266, 0.041, 410,     0.063,
 846, 0, 14.118, 14.118, 14.128, 0.01, 1, 14.128, 14.162, 0.034, 679873, -1, 14.162, 14.299, 0.137, 743,     0.182,
 845, 0, 14.084, 14.084, 14.084, 0, 1, 14.084, 14.149, 0.065, 560607, -1, 14.149, 14.319, 0.169, 989,     0.234,
 836, 0, 13.934, 13.934, 13.944, 0.01, 1, 13.944, 14.018, 0.074, 750103, -1, 14.018, 14.319, 0.3, 750,     0.385,
 852, 0, 14.21, 14.21, 14.21, 0, 1, 14.21, 14.236, 0.026, 240932, -1, 14.236, 14.328, 0.092, 907,     0.118,
 853, 0, 14.254, 14.254, 14.254, 0, 1, 14.254, 14.289, 0.035, 601647, -1, 14.289, 14.355, 0.066, 671,     0.101,
 854, 0, 14.278, 14.278, 14.288, 0.01, 1, 14.288, 14.319, 0.03, 593038, -1, 14.319, 14.39, 0.071, 668,     0.111,
 848, 0, 14.162, 14.162, 14.162, 0, 1, 14.162, 14.185, 0.023, 450410, -1, 14.185, 14.4, 0.214, 961,     0.237,
 839, 0, 14.02, 14.02, 14.02, 0, 1, 14.02, 14.043, 0.024, 468193, -1, 14.043, 14.41, 0.366, 889,     0.390,
 849, 0, 14.192, 14.192, 14.192, 0, 1, 14.192, 14.255, 0.062, 778277, -1, 14.255, 14.42, 0.165, 876,     0.227,
 840, 0, 14.035, 14.035, 14.045, 0.01, 1, 14.045, 14.065, 0.021, 213355, -1, 14.065, 14.48, 0.414, 704,     0.445,
 855, 0, 14.281, 14.281, 14.281, 0, 1, 14.281, 14.328, 0.047, 777608, -1, 14.328, 14.494, 0.166, 713,     0.213,
 856, 0, 14.343, 14.343, 14.343, 0, 1, 14.343, 14.38, 0.037, 728172, -1, 14.38, 14.507, 0.127, 991,     0.164,
 858, 0, 14.387, 14.387, 14.387, 0, 1, 14.387, 14.474, 0.086, 545337, -1, 14.474, 14.537, 0.063, 651,     0.150,
 841, 0, 14.052, 14.052, 14.052, 0, 1, 14.052, 14.081, 0.029, 282395, -1, 14.081, 14.547, 0.466, 672,     0.495,
 859, 0, 14.391, 14.391, 14.391, 0, 1, 14.391, 14.464, 0.073, 454793, -1, 14.464, 14.547, 0.083, 818,     0.156,
 862, 0, 14.402, 14.402, 14.402, 0, 1, 14.402, 14.514, 0.113, 649034, -1, 14.514, 14.557, 0.043, 409,     0.156,
 860, 0, 14.395, 14.395, 14.395, 0, 1, 14.395, 14.474, 0.08, 777579, -1, 14.474, 14.591, 0.117, 478,     0.196,
 861, 0, 14.401, 14.401, 14.401, 0, 1, 14.401, 14.443, 0.042, 415269, -1, 14.443, 14.609, 0.166, 908,     0.208,
 857, 0, 14.38, 14.38, 14.387, 0.008, 1, 14.387, 14.469, 0.081, 517008, -1, 14.469, 14.629, 0.161, 795,     0.250,
 847, 0, 14.161, 14.161, 14.171, 0.01, 1, 14.171, 14.195, 0.024, 442575, -1, 14.195, 14.639, 0.444, 875,     0.478,
 869, 0, 14.497, 14.497, 14.497, 0, 1, 14.497, 14.546, 0.049, 274054, -1, 14.546, 14.649, 0.103, 875,     0.152,
 876, 0, 14.546, 14.546, 14.546, 0, 1, 14.546, 14.591, 0.045, 657366, -1, 14.591, 14.659, 0.068, 634,     0.113,
 872, 0, 14.524, 14.524, 14.524, 0, 1, 14.524, 14.57, 0.047, 266373, -1, 14.57, 14.659, 0.089, 894,     0.136,
 873, 0, 14.527, 14.527, 14.535, 0.007, 1, 14.535, 14.57, 0.036, 268665, -1, 14.57, 14.679, 0.109, 790,     0.152,
 866, 0, 14.446, 14.446, 14.446, 0, 1, 14.446, 14.484, 0.038, 145297, -1, 14.484, 14.679, 0.195, 439,     0.233,
 871, 0, 14.507, 14.507, 14.517, 0.01, 1, 14.517, 14.618, 0.102, 714504, -1, 14.618, 14.699, 0.081, 879,     0.193,
 850, 0, 14.195, 14.195, 14.205, 0.01, 1, 14.205, 14.226, 0.021, 177525, -1, 14.226, 14.709, 0.483, 617,     0.514,
 867, 0, 14.451, 14.451, 14.451, 0, 1, 14.451, 14.598, 0.147, 715540, -1, 14.598, 14.729, 0.131, 461,     0.278,
 874, 0, 14.529, 14.529, 14.529, 0, 1, 14.529, 14.56, 0.031, 190158, -1, 14.56, 14.739, 0.179, 863,     0.210,
 870, 0, 14.498, 14.498, 14.498, 0, 1, 14.498, 14.58, 0.083, 698980, -1, 14.58, 14.739, 0.159, 749,     0.242,
 884, 0, 14.644, 14.644, 14.644, 0, 1, 14.644, 14.658, 0.014, 117004, -1, 14.658, 14.759, 0.101, 519,     0.115,
 878, 0, 14.598, 14.598, 14.598, 0, 1, 14.598, 14.628, 0.03, 167739, -1, 14.628, 14.759, 0.131, 913,     0.161,
 877, 0, 14.592, 14.592, 14.592, 0, 1, 14.592, 14.683, 0.091, 642651, -1, 14.683, 14.769, 0.086, 807,     0.177,
 865, 0, 14.445, 14.445, 14.445, 0, 1, 14.445, 14.494, 0.05, 181226, -1, 14.494, 14.769, 0.275, 887,     0.325,
 886, 0, 14.679, 14.679, 14.679, 0, 1, 14.679, 14.696, 0.017, 249111, -1, 14.696, 14.789, 0.094, 713,     0.111,
 864, 0, 14.43, 14.43, 14.43, 0, 1, 14.43, 14.57, 0.141, 268570, -1, 14.57, 14.809, 0.239, 686,     0.379,
 879, 0, 14.598, 14.598, 14.598, 0, 1, 14.598, 14.668, 0.07, 438342, -1, 14.668, 14.819, 0.151, 553,     0.221,
 868, 0, 14.458, 14.458, 14.468, 0.01, 1, 14.468, 14.57, 0.102, 713971, -1, 14.57, 14.819, 0.249, 499,     0.361,
 889, 0, 14.699, 14.699, 14.699, 0, 1, 14.699, 14.767, 0.068, 365319, -1, 14.767, 14.839, 0.073, 773,     0.141,
 888, 0, 14.695, 14.695, 14.695, 0, 1, 14.695, 14.757, 0.061, 783590, -1, 14.757, 14.849, 0.093, 969,     0.154,
 887, 0, 14.683, 14.683, 14.683, 0, 1, 14.683, 14.696, 0.013, 211522, -1, 14.696, 14.859, 0.163, 980,     0.177,
 890, 0, 14.713, 14.713, 14.713, 0, 1, 14.713, 14.787, 0.074, 778616, -1, 14.787, 14.879, 0.093, 594,     0.166,
 875, 0, 14.535, 14.535, 14.537, 0.003, 1, 14.537, 14.591, 0.054, 449742, -1, 14.591, 14.889, 0.298, 701,     0.355,
 863, 0, 14.415, 14.415, 14.415, 0, 1, 14.415, 14.58, 0.165, 598139, -1, 14.58, 14.899, 0.319, 765,     0.484,
 899, 0, 14.811, 14.811, 14.811, 0, 1, 14.811, 14.83, 0.019, 119336, -1, 14.83, 14.909, 0.08, 791,     0.099,
 892, 0, 14.732, 14.732, 14.732, 0, 1, 14.732, 14.77, 0.038, 223739, -1, 14.77, 14.909, 0.139, 500,     0.177,
 898, 0, 14.808, 14.808, 14.808, 0, 1, 14.808, 14.84, 0.032, 205936, -1, 14.84, 14.957, 0.117, 458,     0.150,
 896, 0, 14.803, 14.803, 14.803, 0, 1, 14.803, 14.855, 0.052, 381319, -1, 14.855, 14.957, 0.102, 669,     0.155,
 882, 0, 14.618, 14.618, 14.618, 0, 1, 14.618, 14.634, 0.016, 109912, -1, 14.634, 14.977, 0.343, 714,     0.360,
 901, 0, 14.886, 14.886, 14.886, 0, 1, 14.886, 14.934, 0.048, 370775, -1, 14.934, 15, 0.066, 653,     0.114,
 880, 0, 14.609, 14.609, 14.614, 0.005, 1, 14.614, 14.645, 0.031, 142054, -1, 14.645, 15, 0.355, 959,     0.391,
 902, 0, 14.891, 14.891, 14.891, 0, 1, 14.891, 14.921, 0.029, 188468, -1, 14.921, 15.02, 0.099, 914,     0.129,
 900, 0, 14.819, 14.819, 14.819, 0, 1, 14.819, 14.892, 0.073, 653952, -1, 14.892, 15.03, 0.138, 677,     0.211,
 891, 0, 14.716, 14.716, 14.716, 0, 1, 14.716, 14.745, 0.029, 112296, -1, 14.745, 15.061, 0.316, 784,     0.345,
 904, 0, 14.908, 14.908, 14.908, 0, 1, 14.908, 14.92, 0.012, 116392, -1, 14.92, 15.102, 0.182, 633,     0.194,
 903, 0, 14.902, 14.902, 14.902, 0, 1, 14.902, 14.946, 0.044, 394416, -1, 14.946, 15.102, 0.156, 935,     0.200,
 881, 0, 14.614, 14.614, 14.619, 0.005, 1, 14.619, 14.689, 0.07, 279038, -1, 14.689, 15.102, 0.413, 971,     0.488,
 906, 0, 14.936, 14.936, 14.936, 0, 1, 14.936, 14.946, 0.01, 178303, -1, 14.946, 15.122, 0.176, 956,     0.187,
 885, 0, 14.669, 14.669, 14.669, 0, 1, 14.669, 14.767, 0.098, 630068, -1, 14.767, 15.142, 0.376, 763,     0.474,
 911, 0, 15.051, 15.051, 15.061, 0.01, 1, 15.061, 15.084, 0.023, 450589, -1, 15.084, 15.162, 0.078, 775,     0.112,
 905, 0, 14.913, 14.913, 14.913, 0, 1, 14.913, 14.957, 0.045, 739285, -1, 14.957, 15.172, 0.215, 700,     0.260,
 909, 0, 15.016, 15.016, 15.016, 0, 1, 15.016, 15.052, 0.036, 691211, -1, 15.052, 15.192, 0.14, 805,     0.177,
 883, 0, 14.634, 14.634, 14.634, 0, 1, 14.634, 14.771, 0.137, 514407, -1, 14.771, 15.202, 0.432, 920,     0.569,
 915, 0, 15.132, 15.132, 15.132, 0, 1, 15.132, 15.156, 0.024, 235724, -1, 15.156, 15.237, 0.081, 803,     0.105,
 893, 0, 14.758, 14.758, 14.758, 0, 1, 14.758, 14.81, 0.053, 422994, -1, 14.81, 15.248, 0.437, 981,     0.490,
 912, 0, 15.079, 15.079, 15.079, 0, 1, 15.079, 15.111, 0.032, 419840, -1, 15.111, 15.28, 0.169, 986,     0.201,
 913, 0, 15.082, 15.082, 15.092, 0.01, 1, 15.092, 15.182, 0.09, 790039, -1, 15.182, 15.28, 0.098, 793,     0.198,
 895, 0, 14.789, 14.789, 14.789, 0, 1, 14.789, 14.84, 0.051, 722323, -1, 14.84, 15.29, 0.45, 784,     0.501,
 917, 0, 15.161, 15.161, 15.161, 0, 1, 15.161, 15.21, 0.049, 551843, -1, 15.21, 15.31, 0.1, 995,     0.149,
 894, 0, 14.77, 14.77, 14.77, 0, 1, 14.77, 14.819, 0.049, 419795, -1, 14.819, 15.31, 0.491, 618,     0.540,
 920, 0, 15.206, 15.206, 15.206, 0, 1, 15.206, 15.237, 0.031, 208577, -1, 15.237, 15.345, 0.108, 636,     0.139,
